stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
EZZLINe,4451,EZZARD CHARLES DR & LINN ST,,39.109286,-84.527882,,,,,,0
LINGILe,5865,LINCOLN AVE & GILBERT AVE,LINCOLN AVE & LINCOLN PL,39.132097,-84.488179,,,,,,0
LINGILw,5904,LINCOLN AVE & GILBERT AVE,LINCOLN AVE & LINCOLN PL,39.132267,-84.488365,,,,,,0
EZZLINw,4452,EZZARD CHARLES DR & LINN ST,,39.109287,-84.52759,,,,,,0
MADDAWi,8932,MADEIRA DAWSON RD LAYOVER,DAWSON RD & MONTGOMERY RD,39.187738,-84.364222,,,,,,0
MONKENi,8621,MONTGOMERY RD & KENWOOD RD,,39.19881,-84.381016,,,,,,0
MONKNNi,7843,MONTGOMERY RD & KENNEDY AVE,,39.188925,-84.41332,,,,,,0
MONLESi,7348,MONTGOMERY RD & LESTER RD,,39.180932,-84.431806,,,,,,0
SYCCOUi,1153,SYCAMORE ST & COURT ST,SYCAMORE ST & CENTRAL PKWY,39.106854,-84.509507,,,,,,0
MONLESo,7347,MONTGOMERY RD & LESTER RD,,39.180816,-84.431689,,,,,,0
MONMCHo,7842,MONTGOMERY RD & MCHUGH PL,,39.188969,-84.412701,,,,,,0
MONKENo,8620,MONTGOMERY RD & KENWOOD RD,,39.198721,-84.380724,,,,,,0
MONPFEi,9030,MONTGOMERY RD & PFEIFFER RD,,39.249175,-84.344819,,,,,,0
BLUCOOi,8847,BLUE ASH AVE & COOPER RD,,39.231376,-84.378969,,,,,,0
BLUCOOo,8846,BLUE ASH AVE & COOPER RD,,39.231225,-84.378806,,,,,,0
MONPFEo,9029,MONTGOMERY RD & PFEIFFER RD,,39.248853,-84.344702,,,,,,0
RAYWALi,8356,UC BLUE ASH,PLAINFIELD RD & WICKLOW AVE,39.233855,-84.398972,,,,,,0
MONROSi,6758,MONTGOMERY RD & ROSS AVE,MONTGOMERY RD & BUXTON AVE,39.167699,-84.453102,,,,,,0
MONDANi,6463,MONTGOMERY RD & DANA AVE,,39.146371,-84.467916,,,,,,0
PEECORi,5565,PEEBLES CORNER,GILBERT AVE & E MCMILLAN ST,39.125815,-84.490532,,,,,,0
REACITi,1172,READING RD & CITY STEPS,,39.112256,-84.503175,,,,,,0
MONDANo,6461,MONTGOMERY RD & DANA AVE,MONTGOMERY RD & RUTLAND AVE,39.146139,-84.467857,,,,,,0
MONROSo,6759,MONTGOMERY RD & ROSS AVE,,39.167761,-84.452845,,,,,,0
HARWESi,3618,HARRISON AVE & WESTWOOD AVE,,39.125285,-84.548356,,,,,,0
HARQUEo,3622,HARRISON AVE & QUEEN CITY AVE,,39.12607,-84.548684,,,,,,0
DRAWAYi,8155,DRAGON WAY LAYOVER,Wooster Rd & Trade (EOL),39.140444,-84.393916,,,,,,0
KENLOOi,8555,KENWOOD LOOP LAYOVER,KENWOOD RD & MADISON RD,39.160454,-84.385367,,,,,,0
WHEBRAi,8209,WHETSEL AVE & BRAMBLE AVE,WHETSEL AVE & ADELPHI ST,39.151999,-84.394225,,,,,,0
RIDBROi,7524,RIDGE RD & BROTHERTON RD,RIDGE AVE & MARBURG AVE,39.153575,-84.423118,,,,,,0
MADBROi,7533,MADISON RD & BROTHERTON RD,MADISON RD & APPLETON ST,39.154361,-84.428257,,,,,,0
MADOBSi,6723,MADISON RD & OBSERVATORY AVE,,39.138165,-84.455056,,,,,,0
8THWALi,1077,8TH ST & WALNUT ST,E 8TH ST & WALNUT ST,39.104836,-84.511653,,,,,,0
MADOBSo,6724,MADISON RD & OBSERVATORY AVE,MADISON RD & DANA AVE,39.138647,-84.453959,,,,,,0
ERIDELo,7458,ERIE AVE & DELTA AVE,,39.137917,-84.427091,,,,,,0
MADBROo,7532,MADISON RD & BROTHERTON RD,MADISON RD & APPLETON ST,39.15429,-84.428035,,,,,,0
RIDMAPo,7525,RIDGE RD & MAPLE DR,RIDGE AVE & BROTHERTON RD,39.153254,-84.42292,,,,,,0
WHEBRAo,8217,WHETSEL AVE & BRAMBLE AVE,WHETSEL AVE & ADELPHI ST,39.152257,-84.39398,,,,,,0
KENLOOo,8558,on KENWOOD at LOOP LAYOVER,KENWOOD RD & SIERRA ST,39.160677,-84.385693,,,,,,0
HILTOPi,3962,HILLTOP PLAZA LAYOVER,US 127,39.241591,-84.5469,,,,,,0
DALNORi,4267,DALY RD & NORTH BEND RD,DALY RD & W NORTH BEND RD,39.202326,-84.532371,,,,,,0
STXi,5462,SAINT XAVIER HIGH SCHOOL,W NORTH BEND RD & VIEW PL,39.208305,-84.504667,,,,,,0
WINSTRi,5111,WINNESTE & STRAND LN,WINNESTE AVE & STRAND LN,39.187349,-84.514708,,,,,,0
SPRWINi,4643,SPRING GROVE AVE & WINTON RD,,39.165048,-84.520769,,,,,,0
KNLCORi,4221,SPRING GROVE AVE & HAMILTON AVE,SPRING GROVE AVE & COSBY ST,39.158574,-84.539239,,,,,,0
BANDALi,4057,BANK ST & DALTON AVE,,39.119746,-84.535646,,,,,,0
KNLCORo,4223,HAMILTON AVE & SPRING GROVE AVE,HAMILTON AVE & Spring Grove,39.158984,-84.539321,,,,,,0
SPRWINo,4644,SPRING GROVE AVE & WINTON RD,,39.165334,-84.520267,,,,,,0
WINSTRo,5108,WINNESTE AVE & STRAND LN,,39.187126,-84.514509,,,,,,0
NORDALo,4262,NORTH BEND RD & DALY RD,W NORTH BEND RD & TAHITI DR,39.202148,-84.532056,,,,,,0
ARGCEDo,4248,ARGUS RD & CEDAR AVE,,39.197399,-84.535181,,,,,,0
HILTOPo,3961,HILLTOP PLAZA - HAMILTON AVE,HAMILTON AVE & Hilltop Plaza,39.241484,-84.546923,,,,,,0
HAMMERi,3967,HAMILTON AVE & MEREDITH DR,,39.244054,-84.547255,,,,,,0
PERCOMi,3939,PERRY ST & COMPTON RD, Unit COMPTON & Compton,39.232187,-84.546886,,,,,,0
CLICALi,4575,CLIFTON AVE & CALHOUN ST,,39.128707,-84.520843,,,,,,0
CLIMCMo,4940,CLIFTON AVE & MCMILLAN ST,CLIFTON AVE & W MCMILLAN ST,39.127708,-84.519126,,,,,,0
HAMNORo,3841,HAMILTON AVE & NORTH BEND RD,US 127 & W NORTH BEND RD,39.202688,-84.547553,,,,,,0
HAMMERo,3966,HAMILTON AVE & MEREDITH DR,,39.243831,-84.547126,,,,,,0
COLGALi,2668,COLERAIN AVE & GALBRAITH RD,COLERAIN RD & W GALBRAITH RD,39.221001,-84.586556,,,,,,0
COLNORi,2912,COLERAIN AVE & NORTH BEND RD,COLERAIN AVE & W NORTH BEND RD,39.19079,-84.570356,,,,,,0
COLNORe,2914,COLERAIN AVE & NORTH BEND RD,US 27 & W NORTH BEND RD,39.191468,-84.570591,,,,,,0
CHEJESo,2161,CHEVIOT RD & JESSUP RD,,39.199069,-84.600861,,,,,,0
TCMALLi,6688,TRI COUNTY MALL - NEAR DILLARDS,E KEMPER RD,39.293738,-84.46336,,,,,,0
WINFARi,4732,WINTON RD & FARRAGUT RD,WINTON RD & CROMWELL RD,39.267325,-84.523463,,,,,,0
WINHEMi,5158,WINTON RD & HEMPSTEAD DR,,39.223635,-84.517074,,,,,,0
WINHEMo,5157,WINTON RD & HEMPSTEAD DR,,39.223368,-84.517015,,,,,,0
WINFARo,4730,WINTON RD & FARRAGUT RD,WINTON RD & CROMWELL RD,39.266986,-84.523287,,,,,,0
WINKEMo,4748,WINTON RD & KEMPER RD,WINTON RD & W KEMPER RD,39.288686,-84.523044,,,,,,0
HARMCHi,2559,HARRISON AVE & MCHENRY AVE,,39.140491,-84.58062,,,,,,0
MOHCENi,4538,MOHAWK PL & CENTRAL PKWY,,39.119915,-84.524732,,,,,,0
MOHCENo,4539,MOHAWK PL & CENTRAL PKWY,,39.120022,-84.524954,,,,,,0
HARMCHo,2560,HARRISON AVE & MCHENRY AVE,,39.140652,-84.580527,,,,,,0
HARGLEo,1842,HARRISON AVE & GLENMORE AVE,HARRISON AVE & FABER AVE,39.15637,-84.610902,,,,,,0
FPP&Ri,4754,Forest Park Park & Ride,,39.29371,-84.522617,,,,,,0
KEMSPRi,6056,KEMPER RD at OHIO ROUTE 4,KEMPER RD & OH-4,39.286914,-84.485319,,,,,,0
KEMTRIi,6682,KEMPER RD & TRI COUNTY PKWY,E KEMPER RD & TRI COUNTY PKWY,39.287429,-84.462316,,,,,,0
CHEKEMi,7190,CHESTER RD & KEMPER RD,,39.283899,-84.443174,,,,,,0
CHEKEMo,7191,CHESTER RD & KEMPER RD,,39.28422,-84.442928,,,,,,0
KEMTRIo,6683,KEMPER RD & TRI COUNTY PKWY,E KEMPER RD & TRI COUNTY PKWY,39.287608,-84.462398,,,,,,0
SALBEAi,8408,SALEM RD & BEACON RD,,39.074789,-84.383302,,,,,,0
BEECORi,8451,BEECHMONT AVE & CORBLY ST,BEECHMONT AVE & OXFORD PL,39.093876,-84.386953,,,,,,0
LINDELn,7254,MT LOOKOUT SQUARE - LINWOOD AVE & DELTA,SR 561 & EMPRESS ST,39.129735,-84.430209,,,,,,0
MLKREAi,5621,MARTIN LUTHER KING DR & READING RD,E MARTIN LUTHER KING JR DR & READING RD,39.134913,-84.497113,,,,,,0
LIBSYCo,4865,LIBERTY ST & SYCAMORE ST,E LIBERTY ST & SYCAMORE ST,39.11251,-84.511089,,,,,,0
AUBMCMo,5265,AUBURN AVE & MCMILLAN ST,AUBURN AVE & KINSEY AVE,39.127019,-84.508279,,,,,,0
MLKREAo,5618,MARTIN LUTHER KING DR & READING RD,E MARTIN LUTHER KING JR DR & READING RD,39.134752,-84.497078,,,,,,0
LINDELs,7251,MT LOOKOUT SQUARE - LINWOOD AVE & DELTA,LINWOOD AVE & MONTEITH AVE,39.128084,-84.430244,,,,,,0
BEECORo,8454,BEECHMONT AVE & CORBLY ST,,39.094081,-84.387174,,,,,,0
SALBEAo,8403,SALEM RD & BEACON RD,,39.074557,-84.382276,,,,,,0
ANDP&Ro,9050,ANDERSON PARK & RIDE - BEECHMONT AV,SR 125 & WITT RD,39.073636,-84.336078,,,,,,0
ROSBROi,7746,ROSSLYN DR & BROTHERTON RD,BROTHERTON RD & ROMAINE DR,39.153547,-84.410259,,,,,,0
HPPi,7474,HYDE PARK PLAZA MAIN ENTRANCE,PAXTON AVE & FERDINAND PL,39.14617,-84.430009,,,,,,0
COLDELi,7233,COLUMBIA PKWY & DELTA AVE,,39.117235,-84.43914,,,,,,0
REACENi,1163,READING & Central Pkwy,READING RD & BROADWAY,39.108693,-84.508039,,,,,,0
COLDELo,7232,COLUMBIA PKWY & DELTA AVE,,39.116994,-84.438988,,,,,,0
HPPo,7473,HYDE PARK PLAZA MAIN ENTRANCE,PAXTON AVE & FERDINAND PL,39.146313,-84.42946,,,,,,0
ROSBROo,7928,ROSSLYN DR & BROTHERTON RD,,39.152949,-84.40887,,,,,,0
CASEYi,3767,CASEY DR LAYOVER,,39.178016,-84.548672,,,,,,0
BEEDREi,3455,BEEKMAN ST & DREMAN AVE,,39.153621,-84.550631,,,,,,0
BEEHOPi,3650,BEEKMAN ST & HOPPLE ST,BEEKMAN ST & WOODBURN AVE,39.137892,-84.548621,,,,,,0
BEEHOPo,3654,BEEKMAN ST & HOPPLE ST,BEEKMAN ST & YONKERS AVE,39.138026,-84.548457,,,,,,0
BEEDREo,3453,BEEKMAN ST & DREMAN AVE,,39.153246,-84.550525,,,,,,0
CASEYo,3766,CASEY DR LAYOVER,CASEY DR & CALVERT ST,39.178008,-84.548648,,,,,,0
MOHKIRi,9462,MOHAWK TRAIL,MOHAWK TL,39.175374,-84.279115,,,,,,0
WOOGIVi,9316,WOOSTER PIKE & GIVEN RD,,39.165816,-84.308887,,,,,,0
MMINNi,8757,MARIEMONT INN - WOOSTER PK,WOOSTER PIKE,39.145246,-84.375112,,,,,,0
EASARCi,7737,EASTERN AVE & ARCHER AVE,RAMP & EASTERN AVE,39.12562,-84.412814,,,,,,0
EASDELi,7231,EASTERN AVE & DELTA AVE,EASTERN AVE & BUTTERFIELD ALY,39.11645,-84.439467,,,,,,0
RIVBAIi,5803,RIVERSIDE & BAINS ST,EASTERN AVE & BAINS ST,39.111397,-84.489646,,,,,,0
RIVBAIo,5801,RIVERSIDE & BAINS ST,EASTERN AVE & COLLARD ST,39.110968,-84.489727,,,,,,0
EASDELo,7230,EASTERN AVE & DELTA AVE,EASTERN AVE & BUTTERFIELD ALY,39.116343,-84.439642,,,,,,0
EASARCo,7736,EASTERN AVE & ARCHER AVE,EASTERN AVE & RAMP,39.125424,-84.412686,,,,,,0
WOOGIVo,9314,WOOSTER PIKE & GIVEN RD,,39.165352,-84.309308,,,,,,0
NAGCLOi,9105,NAGEL RD & CLOUGH RD,,39.088568,-84.330165,,,,,,0
6THSYCi,1143,6TH ST & SYCAMORE ST,,39.103268,-84.50836,,,,,,0
8MIBEEn,9122,EIGHT MILE RD & BEECHMONT AVE,EIGHT MILE RD & SR 125,39.072706,-84.32243,,,,,,0
MCMVINe,4931,MCMILLAN ST & VINE ST,W MCMILLAN ST & VINE ST,39.127276,-84.512003,,,,,,0
MCMGILe,5833,PEEBLES CORNER - MCMILLAN & GILBERT,E MCMILLAN ST & GILBERT AVE,39.125807,-84.48933,,,,,,0
TAFVINw,4942,TAFT RD & VINE ST,WILLIAM H TAFT RD & CALHOUN ST,39.128035,-84.511012,,,,,,0
CALCLIw,4949,CALHOUN ST & CLIFTON AVE,CALHOUN ST & CORBETT DR,39.1286,-84.519594,,,,,,0
STA8THo,3320,STATE AVE & 8TH ST,STATE AVE & HATMAKER ST,39.104679,-84.553506,,,,,,0
DELANDEi,1615,DELHI RD & ANDERSON FERRY RD,,39.093706,-84.618417,,,,,,0
MUDGLEi,1732,MUDDY CREEK RD & GLENWAY AVE,,39.136913,-84.614918,,,,,,0
SIDSYLi,1434,SIDNEY AVE & SYLVED LN,SIDNEY AVE & LINNEHILL LN,39.126563,-84.620812,,,,,,0
8THDEPi,3321,8TH ST & DEPOT ST,W 8TH ST & 8TH ST,39.105108,-84.552071,,,,,,0
8THSTAo,3326,8TH ST & STATE AVE,W 8TH ST & SR 264,39.105366,-84.552923,,,,,,0
SIDSYLo,1439,SIDNEY AVE & SYLVED LN,,39.126794,-84.62191,,,,,,0
MUDGLEo,1726,MUDDY CREEK RD & GLENWAY AVE,,39.136662,-84.615525,,,,,,0
GLEPARo,1508,GLENWAY AVE & PARKCREST LN,,39.145634,-84.624399,,,,,,0
DELMTAEo,1620,DELHI RD & MT ALVERNO RD,,39.094441,-84.615957,,,,,,0
GLENGLEi,2010,GLENWAY AVE & GLENCROSSING WAY,GLENWAY AVE & ILIFF AVE,39.131246,-84.609382,,,,,,0
GLECLEi,2307,GLENWAY AVE & CLEVES WARSAW PIKE,Glenway & Cleves-Warsaw,39.118536,-84.599464,,,,,,0
GLEGLEo,2009,GLENWAY AVE & GLENCROSSING WAY,GLENWAY AVE & ILIFF AVE,39.131122,-84.608949,,,,,,0
MONANAe,2606,MONTANA AVE & ANACONDA DR,,39.15355,-84.584021,,,,,,0
MLKHIGi,5318,MARTIN LUTHER KING DR & HIGHLAND AV,E MARTIN LUTHER KING JR DR & HIGHLAND AVE,39.135195,-84.502636,,,,,,0
MONANAw,2607,MONTANA AVE & ANACONDA DR,,39.153915,-84.58394,,,,,,0
WNBBOUi,2115,WESTWOOD NORTHERN BLVD & BOUDINOT,WESTWOOD NORTHERN BLVD & BOUDINOT AVE,39.162361,-84.60149,,,,,,0
MONHARo,2362,MONTANA AVE & HARRISON AVE,MONTANA AVE & LA RUE CT,39.148661,-84.597897,,,,,,0
NORWINe,4672,NORTH BEND RD & WINTON RD,W NORTH BEND RD & WINTON RD,39.201238,-84.520426,,,,,,0
SEYREAe,6547,SEYMOUR AVE & READING RD,,39.189058,-84.463086,,,,,,0
LOSMONe,7628,LOSANTIVILLE AVE & MONTGOMERY RD,LOSANTIVILLE AVE & MONTWOOD ALY,39.181878,-84.429095,,,,,,0
WOOMONw,7627,WOODFORD RD & MONTGOMERY RD,WOODFORD RD & LOSANTIVILLE AVE,39.18161,-84.428675,,,,,,0
SEYREAw,6550,SEYMOUR AVE & READING RD,,39.189771,-84.463881,,,,,,0
MePR,8861,Meijers Park & Ride,TYLERS CORNER PL,39.35716,-84.378684,,,,,,0
WILWYOi,6872,WILLIAMS AVE & WYOMING AVE,,39.224767,-84.452508,,,,,,0
DUTWINi,5127,DUTCH COLONY DR & WINTON RIDGE LN,,39.190415,-84.519864,,,,,,0
MITVINi,5420,MITCHELL AVE & VINE ST,W MITCHELL AVE & E MITCHELL AVE,39.160418,-84.504902,,,,,,0
LANREAi,6530,LANGDON FARM RD & READING RD,,39.183989,-84.463446,,,,,,0
BHGi,6228,BOND HILL GARAGE - PADDOCK RD,PADDOCK RD & RAMP,39.172065,-84.478313,,,,,,0
REACLIi,5945,READING RD & CLINTON SPRINGS AVE,,39.153772,-84.483172,,,,,,0
REALINi,5616,READING RD & LINCOLN AVE,READING RD & E UNIVERSITY AVE,39.133021,-84.497205,,,,,,0
REAELSo,1190,READING RD & ELSINORE PL,US 42 & CITY STEPS,39.112175,-84.503011,,,,,,0
REALINo,5611,READING RD & LINCOLN AVE,,39.132825,-84.497134,,,,,,0
REACLIo,5943,READING RD & CLINTON SPRINGS AVE,READING RD & N FRED SHUTTLESWORTH CIR,39.153486,-84.48323,,,,,,0
BHGo,6227,BOND HILL GARAGE - PADDOCK RD,PADDOCK RD & RAMP,39.172038,-84.478103,,,,,,0
REACALi,6511,READING RD & CALIFORNIA AVE,,39.176083,-84.466878,,,,,,0
LANREAo,6531,LANGDON FARM RD & READING RD,,39.184025,-84.463528,,,,,,0
MITVINo,5421,MITCHELL AVE & VINE ST,E MITCHELL AVE & VINE ST,39.160472,-84.504096,,,,,,0
ESTSEYe,6028,ESTE AVE & SEYMOUR AVE,,39.194786,-84.489907,,,,,,0
REASUMo,6853,READING RD & SUMMIT RD,Summit Rd & Greenland Pl,39.202077,-84.455728,,,,,,0
FORREAe,5647,FOREST AVE & READING RD,FOREST AVE & Reading,39.144543,-84.491399,,,,,,0
VINMCMi,4934,VINE ST & MCMILLAN ST,,39.127687,-84.511397,,,,,,0
VINMCMo,4929,VINE ST & MCMILLAN ST,VINE ST & ORTIZ ALY,39.127169,-84.511676,,,,,,0
StBeek,3627,State at Beekman,BEEKMAN ST & WING ST,39.126474,-84.545462,,,,,,0
EZZCENe,4442,EZZARD CHARLES DR & CENTRAL AVE,,39.109014,-84.52166,,,,,,0
PresDr,3479,PRESIDENT TURNAROUND,PRESIDENT DR & cul-de-sac,39.158726,-84.557764,,,,,,0
MAIN190e,1209,MAIN ST 190,,39.137896,-84.711439,,,,,,0
RIVANDi,1402,ANDERSON FERRY,RIVER RD & ANDERSON FERRY RD,39.077138,-84.623404,,,,,,0
RIVFAIi,3001,RIVER RD & FAIRBANKS AVE,,39.088156,-84.569033,,,,,,0
RIVDELo,3006,RIVER RD & DELHI AVE,RIVER RD & STEINER AVE,39.088372,-84.567867,,,,,,0
RIVANDo,1403,ANDERSON FERRY,RIVER RD & ANDERSON FERRY RD,39.07729,-84.623358,,,,,,0
DANREAi,5941,DANA AVE & READING RD,DANA AVE & CLINTON SPRINGS AVE,39.15254,-84.484117,,,,,,0
BURGOOi,5336,BURNET AVE & GOODMAN ST,,39.136704,-84.500968,,,,,,0
CLILUDi,4991,CLIFTON AVE & LUDLOW AVE,CLIFTON AVE & HOWELL AVE,39.142734,-84.519376,,,,,,0
CLILUDe,4989,CLIFTON AVE & LUDLOW AVE,,39.143224,-84.51912,,,,,,0
READANe,5938,READING RD & DANA AVE,READING RD & BURTON AVE,39.152344,-84.484561,,,,,,0
DRYI74i,1205,DRY FORK RD & I-74,DRY FORK RD & PILOT RD,39.24185,-84.770828,,,,,,0
HARRWESi,1201,HARRISON CENTER - HARRISON & WEST,HARRISON AVE & STONE DR,39.25144,-84.793912,,,,,,0
HARWESTo,1202,HARRISON CENTER - HARRISON & WEST,HARRISON AVE & STONE DR,39.250773,-84.793102,,,,,,0
LAFHARi,2337,LAFEUILLE AVE & HARRISON AVE,MCHENRY & HARRISON AVE,39.140988,-84.590126,,,,,,0
BALWESi,3158,BALTIMORE AVE & WESTWOOD NORTHERN,BALTIMORE AVE & WESTWOOD NORTHERN BLVD,39.144927,-84.562633,,,,,,0
COLHOPi,4152,COLERAIN AVE & HOPPLE ST,COLERAIN AVE & ELAM ST,39.137081,-84.537457,,,,,,0
MCMMOHi,4540,MCMICKEN AVE & MOHAWK PL,W MCMICKEN AVE & MANCHESTER ST,39.120237,-84.524417,,,,,,0
MCMMOHo,4541,MCMICKEN AVE & MOHAWK PL,W MCMICKEN AVE & NAGEL ALY,39.120246,-84.524195,,,,,,0
COLHOPo,4149,COLERAIN AVE & HOPPLE ST,COLERAIN AVE & RACHEL ST,39.136947,-84.537188,,,,,,0
BALWESo,3159,BALTIMORE AVE & WESTWOOD NORTHERN,BALTIMORE AVE & WESTWOOD NORTHERN BLVD,39.145017,-84.562447,,,,,,0
HARLAFo,2339,HARRISON AVE & LAFEUILLE AVE,,39.141274,-84.590021,,,,,,0
CROSHAi,7379,Sharon Rd at Crowne Point Dr,Sharon Rd & Crowne Point Drive,39.269819,-84.437393,,,,,,0
PFECLAi,8954,PFEIFFER RD AT I-71,,39.250011,-84.368465,,,,,,0
GROP&Gi,8958,GROOMS RD AT P&G ENTRANCE,,39.27477,-84.367096,,,,,,0
CHAMPi,7390,CHAMPION WAY CUL DE SAC,CHAMPION WAY & DOERR ALY,39.293553,-84.438482,,,,,,0
LIBLOCo,4481,LIBERTY ST & LOCKHURST LN,W LIBERTY ST & LOCKHURST LN,39.113818,-84.52951,,,,,,0
GROP&Go,8957,GROOMS RD AT P&G ENTRANCE,,39.274743,-84.367096,,,,,,0
CHAMPo,7389,CHAMPION WAY CUL DE SAC,CHAMPION WAY & DOERR ALY,39.293509,-84.438506,,,,,,0
KINKINi,9507,KINGS CENTER DR & KINGS MILL RD,KINGS CENTER DR & STRESS ENGINEERING WAY,39.356479,-84.259938,,,,,,0
COLCORi,9448,LAKEVIEW CHURCH - COLUMBIA RD,,39.309922,-84.282031,,,,,,0
WESMASi,9309,WESTERN ROW RD & MASON-MONTGOMERY,MASON-MONTGOMERY RD & WESTERN ROW RD,39.337097,-84.311304,,,,,,0
MONKEMi,9144,MONTGOMERY RD & KEMPER RD,MONTGOMERY RD & HARPERS PT,39.272342,-84.32764,,,,,,0
KENMONi,8622,KENWOOD RD & MONTGOMERY RD,,39.201165,-84.380337,,,,,,0
KENMONo,8619,KENWOOD RD & MONTGOMERY RD,,39.198569,-84.38035,,,,,,0
MASWESo,9310,MASON MONTGOMERY RD & WESTERN ROW,WESTERN ROW RD & MASON-MONTGOMERY RD,39.337302,-84.311093,,,,,,0
KINP&Ro,9480,KINGS ISLAND PARK & RIDE,,39.33954,-84.277543,,,,,,0
COLCAMi,2651,COLERAIN AVE & CAMEO LN,US 27 & CAMEO LN,39.212714,-84.584704,,,,,,0
CHENORi,2420,CHEVIOT RD & NORTH BEND RD,CHEVIOT RD & EPLEY LN,39.191585,-84.599313,,,,,,0
CENVINi,4814,CENTRAL PKWY & VINE ST,US 42 & DOERR ALY,39.107003,-84.514573,,,,,,0
COLBANo,2648,COLERAIN AVE & BANNING RD,US 27 & BANNING RD,39.210805,-84.58408,,,,,,0
CHEJOSo,2466,CHEVIOT RD & JOSEPH RD,CHEVIOT RD & CARROUSEL PARK CIR,39.231308,-84.599099,,,,,,0
WAYWYOi,6070,WAYNE AVE & WYOMING AVE,N WAYNE AVE & N WAYNE AVE,39.227273,-84.461031,,,,,,0
VINHILi,6334,VINE ST & HILLSDALE AVE,,39.217437,-84.473758,,,,,,0
VINHILo,6333,VINE ST & HILLSDALE AVE,,39.217286,-84.473559,,,,,,0
CLEGLEi,2306,Cleves Warsaw & Glenway (Rulison),CLEVES WARSAW PIKE & RULISON AVE,39.118536,-84.59944,,,,,,0
MTAPEDi,1914,MT ALVERNO RD & PEDRETTI AVE,MT ALVERNO RD & GLENHAVEN DR,39.090242,-84.600287,,,,,,0
DELANDo,1617,DELHI RD & ANDERSON FERRY RD,DELHI RD & GLENDALE MILFORD RD,39.094108,-84.6178,,,,,,0
ANDRAPo,1638,ANDERSON FERRY RD & RAPID RUN RD,,39.110277,-84.61651,,,,,,0
CLEGLEo,2304,CLEVES WARSAW PK & GLENWAY AVE,CLEVES WARSAW PIKE & GLENWAY AVE,39.118376,-84.599393,,,,,,0
SPRGLEi,6667,SPRINGFIELD PIKE & GLENDALE MILFORD,SPRINGFIELD PIKE & GLENDALE MILFORD RD,39.257483,-84.469896,,,,,,0
VINROSi,5729,VINE ST & ROSS AVE,VINE ST & MCCLELLAN AVE,39.169567,-84.497469,,,,,,0
VINROSo,5733,VINE ST & ROSS AVE,VINE ST & MCCLELLAN AVE,39.16996,-84.497213,,,,,,0
GRUSPRo,6660,GRUENINGER WAY,SR 4 & GLENDALE MILFORD RD,39.255074,-84.469169,,,,,,0
SALBURi,8708,SALEM RD & BURNEY LN,,39.074242,-84.375346,,,,,,0
KELSTAi,7223,KELLOGG AVE & STANLEY AVE,KELLOGG AVE & CONGRESS AVE,39.113559,-84.43998,,,,,,0
KELSTAo,7001,KELLOGG AVE & STANLEY AVE,KELLOGG AVE & CONGRESS AVE,39.113675,-84.440284,,,,,,0
SALBURo,8705,SALEM RD & BURNEY LN,SALEM RD & BIRNEY LN,39.074063,-84.37502,,,,,,0
BEEWOLo,9004,BEECHMONT AVE & WOLFANGEL RD,,39.07268,-84.345715,,,,,,0
UTP&Ri,9460,UNION TOWNSHIP P&R - AICHOLTZ RD,,39.091284,-84.275316,,,,,,0
UTP&Ro,9459,UNION TOWNSHIP P&R - AICHOLTZ RD,,39.091239,-84.275246,,,,,,0
CENPET,1015,CENTRAL AVE & PETE ROSE WAY,CENTRAL AVE & W PETE ROSE WAY,39.096373,-84.518436,,,,,,0
WILWARa,3333,WILDER AVE & WARSAW AVE,,39.106185,-84.554664,,,,,,0
TAFREAa,5579,TAFT RD & READING RD,WILLIAM H TAFT RD & READING RD,39.128675,-84.499501,,,,,,0
BRAMBLa,8523,BRAMBLE AVE PLAYGROUND,BRAMBLE AVE & SETTLE ST,39.151265,-84.387405,,,,,,0
REACALo,6503,READING RD & CALIFORNIA AVE,,39.17586,-84.466726,,,,,,0
MONPLAa,8037,MONTGOMERY RD & PLAINFIELD RD,,39.193338,-84.400208,,,,,,0
WOODHS,6499,WOODWARD HIGH SCHOOL,READING RD,39.188995,-84.464804,,,,,,0
SHRODEa,7943,SHRODER HIGH SCHOOL,DUCK CREEK RD,39.16536,-84.4098,,,,,,0
WITHROWa,6726,WITHROW HIGH SCHOOL - MADISON RD,MADISON RD & ERIE AVE,39.140084,-84.451927,,,,,,0
SHRODEp,7826,SHRODER SCHOOL - LUMFORD PL,DUCK CREEK RD,39.165663,-84.408655,,,,,,0
GLENCRa,1712,GLENCROSSING WAY 5083,,39.129869,-84.61197,,,,,,0
GRAWYNa,1226,GRACELY DR & WYNNE PL,GRACELY DR & WING ST,39.127418,-84.704885,,,,,,0
HARWESo,3617,HARRISON AVE & WESTWOOD AVE,,39.125232,-84.547644,,,,,,0
HARKENa,2085,HARRISON AVE & KENKER PL,,39.155005,-84.604066,,,,,,0
CARBEEi,3644,CARLL ST & BEEKMAN ST,CARLL ST & OXFORD PL,39.134601,-84.547401,,,,,,0
WNBBOUa,2112,WESTWOOD NORTHERN BLVD & BOUDINOT,,39.161995,-84.601477,,,,,,0
BLOOMa,4051,BLOOM SCHOOL - BANK ST,BANK ST & FREEMAN AVE,39.119367,-84.530066,,,,,,0
