stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
CHEJESi,2159,CHEVIOT RD & JESSUP RD,,39.19881,-84.601118,,,,,,0
NORCLOi,2412,NORTH BEND RD & CLOVER LEAF LN,,39.190193,-84.592591,,,,,,0
NORFOXi,2903,NORTH BEND RD & FOX RD,W NORTH BEND RD & FOX RD,39.189042,-84.577013,,,,,,0
NORDANi,2902,NORTH BEND RD & DANROTH CT,W NORTH BEND RD & PONDEROSA DR,39.188972,-84.57609,,,,,,0
NOREASi,2906,NORTH BEND RD & EASTKNOLL CT,W NORTH BEND RD & EASTKNOLL CT,39.189172,-84.573204,,,,,,0
COLHAWi,3214,COLERAIN AVE & HAWAIIAN TER,,39.183298,-84.56762,,,,,,0
BLUCOLi,3710,BLUE ROCK RD & COLERAIN AVE,BLUE ROCK ST & WITLER ST,39.161236,-84.545889,,,,,,0
BLUHAMi,3707,BLUE ROCK RD & HAMILTON AVE,BLUE ROCK ST & APPLE ST,39.160099,-84.540304,,,,,,0
LUDRUEi,4218,LUDLOW AVE & RUE DE LA PAIX,LUDLOW AVE & CENTRAL PKWY,39.15251,-84.535411,,,,,,0
LUDLUDi,4205,LUDLOW AVE & OLD LUDLOW AVE,,39.146999,-84.531211,,,,,,0
LUDWHIi,4614,LUDLOW AVE & WHITFIELD AVE,,39.144087,-84.523921,,,,,,0
LUDORMi,4610,LUDLOW AVE & ORMOND AVE,LUDLOW AVE & TELFORD ST,39.143687,-84.521246,,,,,,0
CLITERi,4982,CLIFTON AVE & TERRACE AVE,CLIFTON AVE & HOWELL AVE,39.141788,-84.51948,,,,,,0
CLIATKi,4926,CLIFTON AVE & ATKINSON ST,CLIFTON AVE & BOSLEY ST,39.126031,-84.519766,,,,,,0
CLIWARi,4921,CLIFTON AVE & WARNER ST,,39.124844,-84.519904,,,,,,0
CLIPARi,4555,CLIFTON AVE & PARKER ST,,39.123363,-84.520101,,,,,,0
CLIOHIi,4905,CLIFTON AVE & OHIO AVE,W CLIFTON AVE & OHIO AVE,39.119117,-84.518357,,,,,,0
MCMELDi,4889,MCMICKEN AVE & ELDER ST,E MCMICKEN AVE & FRINTZ ST,39.115826,-84.51596,,,,,,0
MCMWALi,4882,MCMICKEN AVE & WALNUT ST,E MCMICKEN AVE & LANG ST,39.114836,-84.514722,,,,,,0
WALCORi,4877,WALNUT ST & CORWINE ST,,39.113355,-84.51444,,,,,,0
WAL14THi,4858,WALNUT ST & 14TH ST,WALNUT ST & E 14TH ST,39.11125,-84.513959,,,,,,0
WAL13THi,4854,WALNUT ST & 13TH ST,WALNUT ST & E 13TH ST,39.109778,-84.513561,,,,,,0
WALCOUi,4803,WALNUT ST & COURT ST,WALNUT ST & Court,39.106558,-84.512764,,,,,,0
COL9343i,2485,COLERAIN AVE 9343,COLERAIN RD,39.241415,-84.594199,,,,,,0
COLROUi,2482,COLERAIN AVE & ROUND TOP RD,COLERAIN RD & ROUND TOP RD,39.23948,-84.59347,,,,,,0
COLPOOi,2475,COLERAIN AVE & POOLE RD,COLERAIN RD & POOLE RD,39.234637,-84.591659,,,,,,0
COLHARi,2658,COLERAIN AVE & HARRY LEE LN,COLERAIN RD & HARRY LEE LN,39.215631,-84.585271,,,,,,0
COLJONi,2656,COLERAIN AVE & JONROSE AVE,,39.21387,-84.584927,,,,,,0
COLLAPi,2644,COLERAIN AVE & LAPLAND DR,,39.207633,-84.583545,,,,,,0
COLLORi,2640,COLERAIN AVE & LORETTA DR,COLERAIN RD & LORETTA DR,39.204481,-84.582279,,,,,,0
COLROBi,2931,COLERAIN AVE & ROBERS AVE,,39.199185,-84.578739,,,,,,0
COLJESi,2929,COLERAIN AVE &  JESSUP RD,,39.197572,-84.577637,,,,,,0
COLMTAi,2924,COLERAIN AVE & MT AIRY AVE,,39.19554,-84.575553,,,,,,0
COLKIRi,2920,COLERAIN AVE & KIRBY RD,,39.193481,-84.573072,,,,,,0
COLHIGi,3205,COLERAIN AVE & HIGHFOREST LN,,39.17819,-84.563112,,,,,,0
COL4500i,3520,COLERAIN AVE 4500,COLERAIN AVE & TRANQUILLITY LN,39.167278,-84.554215,,,,,,0
BLUAPPi,3708,BLUE ROCK RD & APPLE ST,BLUE ROCK ST & TURRILL ST,39.160231,-84.541496,,,,,,0
LUDLAFi,4211,LUDLOW AVE & LAFAYETTE AVE,,39.150164,-84.533773,,,,,,0
KEMMCGi,6396,KEMPER RD & MCGILLARD ST,,39.287881,-84.470484,,,,,,0
NORBOGi,6386,NORTHLAND BLVD & BOGGS LN,,39.285106,-84.474566,,,,,,0
NORWAYi,5476,NORTHLAND BLVD & WAYCROSS RD,,39.280544,-84.501226,,,,,,0
KE11466i,5483,KENN RD 11466,,39.286057,-84.504976,,,,,,0
KENFAIi,5487,KENN RD & FAIRBORN RD,,39.289483,-84.504148,,,,,,0
KEMHANi,5192,KEMPER RD & HANOVER RD,W KEMPER RD & HANOVER RD,39.290399,-84.510959,,,,,,0
KEMGENi,5190,KEMPER RD & GENEVA RD,W KEMPER RD,39.289878,-84.515159,,,,,,0
KEMISLi,5188,KEMPER RD & ISLANDALE DR,W KEMPER RD & ISLANDALE DR,39.289537,-84.518026,,,,,,0
WINKEMi,4747,WINTON RD & KEMPER RD,,39.288356,-84.523196,,,,,,0
WINWAYi,4745,WINTON RD & WAYCROSS RD,,39.283119,-84.522137,,,,,,0
WINSHAi,4743,WINTON RD & SHARON RD,,39.274062,-84.522758,,,,,,0
WININGi,4739,WINTON RD & INGRAM RD,WINTON RD & DAMON RD,39.270645,-84.523116,,,,,,0
ENFESWi,4738,ENFIELD ST & ESWIN ST,,39.270163,-84.522788,,,,,,0
WINANDi,4727,WINTON RD & ANDOVER RD,,39.264354,-84.523167,,,,,,0
WINLAKi,5184,WINTON RD & LAKERIDGE RD,,39.253278,-84.515236,,,,,,0
WINMCKi,5177,WINTON RD & MCKELVEY RD,,39.245811,-84.512515,,,,,,0
WINSARi,5174,WINTON RD & SARBROOK DR,,39.243278,-84.511612,,,,,,0
WINMILi,5473,WINTON RD & MILLBROOK DR,,39.240182,-84.509983,,,,,,0
WINFLEi,5471,WINTON RD & FLEMING RD,,39.236301,-84.509488,,,,,,0
WINCOMi,5468,WINTON RD & COMPTON RD,,39.233669,-84.509731,,,,,,0
WINFOUi,5162,WINTON RD & FOUNTAINEBLEAU TER,,39.22643,-84.514178,,,,,,0
WINREYi,5160,WINTON RD & REYNARD AVE,,39.225126,-84.515883,,,,,,0
WINCLOi,5155,WINTON RD & CLOVERVIEW AVE,,39.220842,-84.517901,,,,,,0
WINGALi,5149,WINTON RD & GALBRAITH RD,,39.215551,-84.518409,,,,,,0
WINDENi,5146,WINTON RD & DENIER PL,,39.212124,-84.518884,,,,,,0
WINFINi,5143,WINTON RD & FINNEY TRL,,39.210438,-84.519139,,,,,,0
WINTIMi,5142,WINTON RD & TIMBER TRL,,39.209233,-84.519302,,,,,,0
WINWINDi,4708,WINTON RD & WINSRAY CT,,39.205684,-84.521453,,,,,,0
WINDUTi,4662,WINTON RD & DUTCH COLONY DR,,39.190582,-84.524024,,,,,,0
WIN4981i,4658,WINTON RD 4981,WINTON RD & HEEKIN AVE,39.18431,-84.522544,,,,,,0
WINKINi,4654,WINTON RD & KINGS RUN DR,,39.181661,-84.520754,,,,,,0
WINHANi,5079,WINTON RD & HAND AVE,,39.177513,-84.519732,,,,,,0
WINGRAi,5077,WINTON RD & GRAY RD,,39.17634,-84.519767,,,,,,0
WINEPWi,5064,WINTON RD & EPWORTH AVE,,39.173186,-84.519797,,,,,,0
WINDERi,5055,WINTON RD & DERBY AVE,,39.171419,-84.519935,,,,,,0
WINCIRi,4651,WINTON RD & CIRCLE AVE,,39.169955,-84.520097,,,,,,0
WIN4331i,4646,WINTON RD 4330,WINTON RD & BRAMBLE AVE,39.165851,-84.520455,,,,,,0
SPRCRAi,4639,SPRING GROVE AVE & CRAWFORD AVE,,39.160964,-84.529081,,,,,,0
SPRDANi,4227,SPRING GROVE AVE & DANE AVE,,39.159677,-84.532162,,,,,,0
SPRCHAMi,4230,SPRING GROVE AVE & CHAMBERS ST,,39.15982,-84.53355,,,,,,0
SPRMADi,4231,SPRING GROVE AVE & MAD ANTHONY ST,,39.159915,-84.535118,,,,,,0
CEN3301i,4171,CENTRAL PKWY 3301,,39.142438,-84.532969,,,,,,0
CENBATi,4166,CENTRAL PKWY & BATES AVE,,39.140672,-84.532406,,,,,,0
CENHOPi,4157,CENTRAL PKWY & HOPPLE ST,US 52,39.137022,-84.532798,,,,,,0
CENMARi,4125,CENTRAL PKWY & MARSHALL AVE,US 52 & MARSHALL AVE,39.132,-84.531635,,,,,,0
CENSTRi,4117,CENTRAL PKWY & STRAIGHT ST,CENTRAL PKWY & LOCKPORT AVE,39.130438,-84.531878,,,,,,0
CEN2608i,4081,CENTRAL PKWY 2608,,39.126199,-84.533495,,,,,,0
CENFINi,4511,CENTRAL PKWY & FINDLAY ST,,39.116116,-84.521995,,,,,,0
CENLIBi,4472,CENTRAL PKWY & LIBERTY ST,,39.113342,-84.521163,,,,,,0
CENELMi,4804,CENTRAL PKWY & ELM ST,,39.106572,-84.517794,,,,,,0
CENBALi,4810,CENTRAL PKWY & BALDWIN ALY,,39.106958,-84.515215,,,,,,0
CENWALi,4818,CENTRAL PKWY & WALNUT ST,US 42 & WALNUT ST,39.107209,-84.513149,,,,,,0
HARNOLi,1542,HARRISON AVE & NOLAN AVE,HARRISON AVE & WASHINGTON AVE,39.159747,-84.62002,,,,,,0
HARROSi,1853,HARRISON AVE & ROSWELL AVE,,39.158405,-84.618295,,,,,,0
HARWASi,1847,HARRISON AVE & WASHINGTON AVE,Harrison & Washington,39.157161,-84.614974,,,,,,0
HARLOVi,1845,HARRISON AVE & LOVELL AVE,,39.156772,-84.613206,,,,,,0
HARDAVi,2091,HARRISON AVE & DAVIS ST,,39.155792,-84.609102,,,,,,0
HARNORi,2088,HARRISON AVE & NORTH BEND RD,,39.155323,-84.606169,,,,,,0
HARHIGi,2087,HARRISON AVE & HIGBEE ST,,39.15517,-84.60473,,,,,,0
HARKENi,1862,HARRISON AVE & KENKEL AVE,,39.159115,-84.619189,,,,,,0
HAR3141i,2080,HARRISON AVE 3141,,39.15111,-84.600705,,,,,,0
HAREPWi,2376,HARRISON AVE & EPWORTH AVE,,39.15021,-84.599862,,,,,,0
HARRUEi,2370,HARRISON AVE & RUEHLMAN PL,,39.149261,-84.598925,,,,,,0
HARKLIi,2356,HARRISON AVE & KLING AVE,,39.147425,-84.597408,,,,,,0
HAREGGi,2352,HARRISON AVE & EGGERS PL,,39.146619,-84.596557,,,,,,0
HARFISi,2348,HARRISON AVE & FISCHER PL,,39.145359,-84.595337,,,,,,0
HARMCKi,2345,HARRISON AVE & MCKINLEY AVE,,39.143233,-84.59326,,,,,,0
HAR2733i,2340,HARRISON AVE 2733,,39.141388,-84.59133,,,,,,0
HARRAVi,2563,HARRISON AVE & RAVOGLI AVE,,39.141239,-84.589192,,,,,,0
HARWOOi,2570,HARRISON AVE & WOODROW AVE,,39.141787,-84.586104,,,,,,0
HARDEBi,2567,HARRISON AVE & DEBRECK AVE,,39.141653,-84.584507,,,,,,0
HARBRAi,2564,HARRISON AVE & BRACKEN WOODS LN,,39.141345,-84.582688,,,,,,0
HARDAUi,2839,HARRISON AVE & DAUTEL AVE,,39.13894,-84.57911,,,,,,0
HAROSKi,2836,HARRISON AVE & OSKAMP AVE,,39.138065,-84.578456,,,,,,0
HARFENi,2833,HARRISON AVE & FENTON AVE,,39.136615,-84.576584,,,,,,0
HARORLi,2828,HARRISON AVE & ORLAND AVE,,39.134638,-84.574721,,,,,,0
HARROBi,2825,HARRISON AVE & ROBERT AVE,,39.133953,-84.572384,,,,,,0
HARTALi,2823,HARRISON AVE & TALBOTT AVE,,39.13386,-84.571111,,,,,,0
HARSARi,3142,HARRISON AVE & SARVIS CT,HARRISON AVE & BAKER AVE,39.133696,-84.569444,,,,,,0
HARKNOi,3140,HARRISON AVE & KNORR AVE,,39.133559,-84.567398,,,,,,0
HARHILi,3138,HARRISON AVE & HILLENBRAND ST,,39.132247,-84.564176,,,,,,0
HARFAIi,3136,HARRISON AVE & FAIRMOUNT AVE,,39.130608,-84.561709,,,,,,0
HARBIEi,3133,HARRISON AVE & BIEGLER ST,,39.128375,-84.5615,,,,,,0
HARSEEi,3376,HARRISON AVE & SEEGAR AVE,,39.127464,-84.555901,,,,,,0
HARTREi,3377,HARRISON AVE & TREMONT AVE,,39.127582,-84.553356,,,,,,0
HARMONi,3375,HARRISON AVE & MONTROSE ST,,39.127031,-84.551944,,,,,,0
CENBRIi,4064,CENTRAL PKWY & BRIGHTON BRIDGE,CENTRAL PKWY & MOELLERING AVE,39.122203,-84.532311,,,,,,0
MCMELMi,4527,MCMICKEN AVE & ELM ST,,39.119079,-84.521079,,,,,,0
RACLIBi,4875,RACE ST & LIBERTY ST,RACE ST & LEVI ALY,39.113086,-84.517743,,,,,,0
RAC15THi,4861,RACE ST & 15TH ST,RACE ST & W 15TH ST,39.111551,-84.517356,,,,,,0
RAC13THi,4834,RACE ST & 13TH ST,RACE ST & W 12TH ST,39.108768,-84.516676,,,,,,0
DALPINi,4346,DALY RD & PINEHOLLOW DR,,39.219682,-84.530863,,,,,,0
WINNORi,4670,WINTON RD & NORTH BEND RD,WINTON RD & SUNRIDGE DR,39.200621,-84.521021,,,,,,0
NORMILi,5135,NORTH BEND RD & MILLWOOD LN,W NORTH BEND RD & MILLWOOD LN,39.202151,-84.516056,,,,,,0
KEMKENi,5490,KEMPER RD & KENN RD,W KEMPER RD & KENN RD,39.29042,-84.504114,,,,,,0
KEMSOUi,5775,KEMPER RD & SOUTHLAND RD,W KEMPER RD & SOUTHLAND RD,39.289068,-84.497268,,,,,,0
KEMMADi,5773,KEMPER RD & MADISON AVE,W KEMPER RD,39.288382,-84.493476,,,,,,0
KEMROSi,6061,KEMPER RD & ROSE LN,W KEMPER RD & ROSE LN,39.287679,-84.489989,,,,,,0
KEMWALi,6057,KEMPER RD & WALNUT ST,W KEMPER RD,39.286995,-84.484068,,,,,,0
KEMLAWi,6390,KEMPER RD & LAWNVIEW AVE,W KEMPER RD,39.287453,-84.47555,,,,,,0
KEMCHEi,7194,KEMPER RD & CHESTERDALE RD,E KEMPER RD & KEMPER HILL,39.285808,-84.448521,,,,,,0
KEMLIPi,7192,KEMPER RD & LIPPELMAN AVE,E KEMPER RD & LIPPELMAN AVE,39.285398,-84.446216,,,,,,0
BEECOLi,8970,BEECHMONT AVE & COLLINSDALE AVE,,39.07297,-84.35415,,,,,,0
SALJOEi,8903,SALEM RD & JOETTA DR,,39.07237,-84.36389,,,,,,0
SALALTi,8912,SALEM RD & ALTADENA AVE,,39.073837,-84.369945,,,,,,0
SALLECi,8704,SALEM RD & LE CONTE AVE,,39.07403,-84.3722,,,,,,0
BURGRAi,8713,BURNEY LN & GRANT AVE,,39.075401,-84.375252,,,,,,0
BURNITi,8717,BURNEY LN & NITRAM CT,,39.077088,-84.375087,,,,,,0
SAL6921i,8909,SALEM RD 6921,SALEM RD & JOETTA DR,39.073274,-84.367857,,,,,,0
BURBEEi,8733,BURNEY LN & BEECHMONT AVE,,39.082587,-84.374583,,,,,,0
BEEBERi,8738,BEECHMONT AVE & BERKSHIRE LN,,39.08468,-84.376027,,,,,,0
BEE6536i,8740,BEECHMONT AVE 6536,BEECHMONT AVE & NORTHDALE PL,39.085627,-84.377227,,,,,,0
BEEBELi,8744,BEECHMONT AVE & BELLEMEADE CT,,39.086754,-84.379314,,,,,,0
BEACAMi,8431,BEACON ST & CAMBRIDGE AVE,,39.084095,-84.381954,,,,,,0
BEAGLAi,8423,BEACON ST & GLADE AVE,,39.080294,-84.382411,,,,,,0
BEASHEi,8418,BEACON ST & SHERMAN AVE,,39.07851,-84.38257,,,,,,0
BEABEECi,8417,BEACON ST & BEECHWOOD TER,,39.0772,-84.38272,,,,,,0
BEA1231i,8415,BEACON ST 1231,BEACON RD,39.076056,-84.382893,,,,,,0
SALHOLi,8411,SALEM RD & HOLZ AVE,,39.074996,-84.386055,,,,,,0
SUTMARi,8132,SUTTON AVE & MARIWOOD LN,,39.08007,-84.39137,,,,,,0
SUT1540i,8137,SUTTON AVE 1540,SUTTON AVE & HEIS TER,39.082501,-84.390682,,,,,,0
SUTCAMBi,8140,SUTTON AVE & CAMBRIDGE AVE,,39.08483,-84.390426,,,,,,0
SUTSTAi,8143,SUTTON AVE & STANHILL CT,,39.086703,-84.390143,,,,,,0
SUTMORi,8445,SUTTON AVE & MORROW ST,,39.09017,-84.38976,,,,,,0
CAMBEEi,8447,CAMPUS LN & BEECHMONT AVE,,39.091537,-84.387152,,,,,,0
BEEROXi,8459,BEECHMONT AVE & ROXBURY ST,,39.096097,-84.387091,,,,,,0
BEE2352i,8462,BEECHMONT AVE 2352,BEECHMONT AVE & CAMPUS LN,39.098569,-84.38702,,,,,,0
BEEREDi,8146,BEECHMONT AVE & REDFIELD PL,BEECHMONT AVE & RANCHVALE DR,39.104477,-84.390599,,,,,,0
BEEELSi,8149,BEECHMONT AVE & ELSTUN RD,,39.105656,-84.395138,,,,,,0
BEECHUi,7721,BEECHMONT AVE & CHURCH PL,,39.120624,-84.417882,,,,,,0
LINBEVi,7436,LINWOOD AVE & BEVERLY HILL DR,,39.12581,-84.421305,,,,,,0
LINMCLi,7438,LINWOOD AVE & MCLAUGHLIN PL,,39.126305,-84.4234,,,,,,0
LINTWEi,7444,LINWOOD AVE & TWEED AVE,,39.127215,-84.42575,,,,,,0
LINVANi,7442,LINWOOD AVE & VANDYKE AVE,,39.12712,-84.42777,,,,,,0
LINRENi,7443,LINWOOD AVE & RENNEL DR,,39.127156,-84.428808,,,,,,0
LINKINi,7255,LINWOOD AVE & KINMONT AVE,,39.13091,-84.430627,,,,,,0
LINPAXi,7259,LINWOOD AVE & PAXTON AVE,,39.133337,-84.434287,,,,,,0
LINCRYi,7262,LINWOOD AVE & CRYER AVE,,39.13412,-84.43656,,,,,,0
OBSMORi,7016,OBSERVATORY AVE & MORTEN ST,,39.137437,-84.4406,,,,,,0
OBSMICi,7017,OBSERVATORY AVE & MICHIGAN AVE,,39.137504,-84.441655,,,,,,0
OBSEDWi,7020,OBSERVATORY AVE & EDWARDS RD,,39.137659,-84.443778,,,,,,0
OBSMOOi,7022,OBSERVATORY AVE & MOONEY AVE,,39.137774,-84.445948,,,,,,0
OBSSTEi,7023,OBSERVATORY AVE & STETTINIUS AVE,,39.1379,-84.4484,,,,,,0
MADFAIi,6130,MADISON RD & FAIRFIELD AVE,,39.129987,-84.472347,,,,,,0
MLKHARi,5623,MARTIN LUTHER KING DR & HARVEY AVE,E MARTIN LUTHER KING JR DR,39.135001,-84.498712,,,,,,0
MLKBURi,5319,MARTIN LUTHER KING DR & BURNET AVE,,39.13525,-84.50073,,,,,,0
CORVINi,5279,CORRY ST & VINE ST,W CORRY ST & E CORRY ST,39.129026,-84.50981,,,,,,0
AUBMCMi,5261,AUBURN AVE & MCMILLAN ST,,39.126912,-84.508489,,,,,,0
AUBMCCi,5250,AUBURN AVE & MCCORMICK PL,,39.124637,-84.50851,,,,,,0
AUBMCGi,5243,AUBURN AVE & MCGREGOR AVE,AUBURN AVE & GLENCOE PL,39.122942,-84.508543,,,,,,0
AUBEARi,5234,AUBURN AVE & EARNSHAW AVE,AUBURN AVE & Christ Hosp entrance,39.120756,-84.508634,,,,,,0
DORBIGi,5216,DORCHESTER AVE & BIGELOW ST,,39.117847,-84.508246,,,,,,0
LIBMANi,1180,LIBERTY ST & MANSFIELD ST,,39.112556,-84.509697,,,,,,0
LIBCUMi,1171,LIBERTY HILL & CUMBER ST,,39.112494,-84.507564,,,,,,0
LIBBROi,1178,LIBERTY ST & BROADWAY,LIBERTY HILL & BROADWAY,39.112591,-84.508895,,,,,,0
LIBHIRi,1173,LIBERTY HILL & HIRAM ST,,39.11229,-84.50523,,,,,,0
SYC14THi,4860,SYCAMORE ST & 14TH ST,SYCAMORE ST & E 14TH ST,39.111493,-84.510691,,,,,,0
SYC12THi,4852,SYCAMORE ST & 12TH ST,,39.109588,-84.51019,,,,,,0
SYCREAi,1160,SYCAMORE ST & READING RD,SYCAMORE ST & ELLIOTT ST,39.108442,-84.509918,,,,,,0
PAXVICi,7293,PAXTON AVE & VICTORIA AVE,,39.14228,-84.43372,,,,,,0
PAXZIEi,7290,PAXTON AVE & ZIEGLE AVE,,39.140275,-84.433905,,,,,,0
PAXERIi,7282,PAXTON AVE & ERIE AVE,,39.13904,-84.43403,,,,,,0
OBSMEIi,7270,OBSERVATORY AVE & MEIER AVE,,39.136875,-84.433375,,,,,,0
OBSDELi,7455,OBSERVATORY AVE & DELTA AVE,,39.136471,-84.427091,,,,,,0
DELSPRi,7453,DELTA AVE & SPRINGER AVE,,39.13538,-84.427035,,,,,,0
DELTGLEi,7446,DELTA AVE & GLENGYLE AVE,,39.130574,-84.428691,,,,,,0
DELNASi,7246,DELTA AVE & NASH AVE,DELTA AVE & WASSON RD,39.124935,-84.434144,,,,,,0
DELKROi,7243,DELTA AVE & KROGER AVE,,39.12308,-84.43532,,,,,,0
DELWIDi,7237,DELTA AVE & WIDMAN PL,,39.118484,-84.438521,,,,,,0
GSqD,1004,Government Square Area D,WALNUT ST & 5TH ST,39.101428,-84.511486,,,,,,0
CASASHi,3764,CASEY DR & ASHTREE DR,,39.177813,-84.546482,,,,,,0
ASHMONi,3759,ASHTREE DR & MONTEREY CT,,39.175564,-84.547278,,,,,,0
ASHFIRi,3757,ASHTREE DR & FIRTREE CT,,39.174591,-84.54765,,,,,,0
KIRFREi,3749,KIRBY AVE & FREDERICK AVE,,39.171846,-84.547088,,,,,,0
KIRBRUi,3736,KIRBY AVE & BRUCE AVE,,39.1674,-84.546672,,,,,,0
CHAGORi,3727,CHASE AVE & GORDON ST,,39.164287,-84.546753,,,,,,0
CHAPITi,3725,CHASE AVE & PITTS AVE,,39.163833,-84.545087,,,,,,0
CHALAKi,3722,CHASE AVE & LAKEMAN ST,,39.163557,-84.543953,,,,,,0
CHACHEi,3718,CHASE AVE & CHERRY ST,,39.163354,-84.541956,,,,,,0
CHAHAMi,3717,CHASE AVE & HAMILTON AVE,,39.163257,-84.540402,,,,,,0
HAMKNOi,4236,HAMILTON AVE & KNOWLTON ST,,39.16175,-84.539559,,,,,,0
SPRPOWi,3705,SPRING GROVE AVE & POWERS ST,,39.157031,-84.540646,,,,,,0
SPRELMi,3701,SPRING GROVE AVE & ELMORE ST,,39.155895,-84.541244,,,,,,0
ELMPRAi,3671,ELMORE ST & PRANG ST,,39.155572,-84.544234,,,,,,0
ELMMILi,3673,ELMORE ST & MILLER ST,,39.155715,-84.546665,,,,,,0
ELMBORi,3676,ELMORE ST & BORDEN ST,,39.155799,-84.548138,,,,,,0
BEEELMi,3459,BEEKMAN ST & ELMORE ST,,39.155521,-84.550357,,,,,,0
BEE3441i,3452,BEEKMAN ST 3441,BEEKMAN ST & WEBMAN CT,39.151925,-84.551072,,,,,,0
BEELILi,3449,BEEKMAN ST & LILLIE PL,,39.149453,-84.551325,,,,,,0
BEEMILi,3446,BEEKMAN ST & MILLVALE CT,,39.148117,-84.551364,,,,,,0
BEENEYi,3444,BEEKMAN ST & NEYER AVE,,39.146408,-84.551508,,,,,,0
BEEMOOi,3443,BEEKMAN ST & MOOSEWOOD AVE,,39.144769,-84.551493,,,,,,0
BEE3111i,3436,BEEKMAN ST 3111,BEEKMAN ST & AUSTIN AVE,39.143244,-84.550824,,,,,,0
BEEYONi,3656,BEEKMAN ST & YONKERS AVE,,39.139783,-84.54933,,,,,,0
BEESUTi,3649,BEEKMAN ST & SUTTER AVE,,39.136956,-84.548234,,,,,,0
BEEPULi,3647,BEEKMAN ST & PULTE ST,,39.135832,-84.547905,,,,,,0
CUMDEMi,3635,CUMMINS ST & DEMPSEY ST,,39.132717,-84.545023,,,,,,0
BEEKNOi,3629,BEEKMAN ST & KNOX ST,BEEKMAN ST & WAVERLY AVE,39.128144,-84.544694,,,,,,0
BANPATi,4055,BANK ST & PATTERSON ST,,39.119623,-84.533471,,,,,,0
BANBAYi,4529,BANK ST & BAYMILLER ST,,39.119296,-84.529062,,,,,,0
LINYORi,4519,LINN ST & YORK ST,,39.11721,-84.527191,,,,,,0
LINFINi,4514,LINN ST & FINDLAY ST,,39.116166,-84.527307,,,,,,0
LINPOPi,4504,LINN ST & POPLAR ST,,39.114952,-84.527445,,,,,,0
LIN859i,4420,LINN ST 859,LINN ST & W 8TH ST,39.104048,-84.529206,,,,,,0
LIN8THi,4417,LINN ST & WEST 8TH ST,LINN ST & WADE ST,39.103209,-84.529671,,,,,,0
LINDAYi,4524,LINN ST & DAYTON ST,LINN ST & CLARK ST,39.118245,-84.527076,,,,,,0
LIN5THi,4413,LINN ST & 5TH ST,LINN ST & W 5TH ST,39.098792,-84.529992,,,,,,0
LINGESi,4410,LINN ST & GEST ST,,39.097768,-84.526723,,,,,,0
5THELMi,1038,5TH ST & ELM ST,,39.100631,-84.516293,,,,,,0
5THVINi,1039,5TH ST & VINE ST,5TH ST & RACE ST,39.101061,-84.513446,,,,,,0
LILBAKi,9433,LILA AVE & BAKER AVE,,39.175878,-84.283015,,,,,,0
MAILEWe,9434,MAIN ST & LEWIS AVE,MAIN ST & FERRY ST,39.176412,-84.289603,,,,,,0
MAISPRe,9413,MAIN ST & SPRING ST,MAIN ST & FERRY ST,39.176209,-84.291053,,,,,,0
MAIRACe,9414,MAIN ST & RACE ST,,39.176399,-84.293552,,,,,,0
MAIGARe,9407,MAIN ST & GARFIELD AVE,,39.172681,-84.296165,,,,,,0
WOOWESe,9215,WOOSTER PK & WESTERN AVE,WOOSTER PIKE & WESTERN AVE,39.162305,-84.314021,,,,,,0
WOOWREe,9210,WOOSTER PK & WRENWOOD LN,,39.15944,-84.31785,,,,,,0
WOOELMe,9208,WOOSTER PK & ELM AVE,WOOSTER PIKE & ELM AVE,39.156627,-84.319858,,,,,,0
WOOWILe,9110,WOOSTER PK WEST OF WILLOW RUN LN,WOOSTER RD & ASHLEY OAKS DR,39.144757,-84.337008,,,,,,0
WOOPOCe,8928,WOOSTER PK & POCAHONTAS AVE,WOOSTER RD,39.144528,-84.368468,,,,,,0
WOOPETe,8929,WOOSTER PK & PETOSKEY AVE,WOOSTER PIKE & PETOSKEY AVE,39.144609,-84.369729,,,,,,0
WOOSOAKe,8512,WOOSTER PK & OAK ST,WOOSTER PIKE & OAK ST,39.145106,-84.381827,,,,,,0
WOOCAMe,8507,WOOSTER PK & CAMDEN AVE,WOOSTER PIKE & BELMONT ST,39.143787,-84.38581,,,,,,0
WOOMEAe,8157,WOOSTER PK & MEADOWLARK LN,WOOSTER PIKE,39.141167,-84.393437,,,,,,0
EASHEEe,7732,EASTERN AVE & HEEKIN AVE,,39.124112,-84.413994,,,,,,0
EAS4902e,7730,EASTERN AVE 4902,EASTERN AVE & HEEKIN AVE,39.12372,-84.414356,,,,,,0
EASLINe,7725,EASTERN AVE & LINWOOD AVE,,39.121472,-84.416399,,,,,,0
EASTBEEe,7720,EASTERN AVE & BEECHMONT AVE,,39.120374,-84.417392,,,,,,0
EASWORe,7428,EASTERN AVE & WORTMAN ST,,39.111506,-84.423884,,,,,,0
EASCARe,7209,EASTERN AVE & CARREL ST,,39.10858,-84.432218,,,,,,0
EASMCCe,7213,EASTERN AVE & MCCULLOUGH ST,,39.109419,-84.43321,,,,,,0
EASTENe,7215,EASTERN AVE & TENNYSON ST,,39.110222,-84.434167,,,,,,0
EASDONe,7218,EASTERN AVE & DONHAM AVE,,39.111435,-84.435603,,,,,,0
